# magnet_name: BD-004
# timestamp: 2026-01-12_15-47-20
# filename: 2017-03-06_BD-004_teste
# 
# distance traveled[m]: 0.25
# particle_mass[MeV/c²]: 939.3
# particle_charge[e]: 1
# initial_kinetic_energy[MeV]: 1
# initial_position[m]: (-0.05, 0, 0)
# initial_velocity_direction: [1, 0, 0]
# initial_speed[m/s]: 1.3823e+07
# time_step[s]: 1.00e-11
# total_time[s]: 1.00e-07
# x(m), y(m), z(m), Vx(m/s), Vy(m/s), Vz(m/s), Bx(T), By(T), Bz(T), t(s)
3.639754203309e-01,1.412988159391e-04,-2.594188831770e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.995000000000e-08
3.641136419607e-01,1.413525617585e-04,-2.595170051273e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.996000000000e-08
3.642518635904e-01,1.414063075779e-04,-2.596151270776e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.997000000000e-08
3.643900852202e-01,1.414600533973e-04,-2.597132490279e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.998000000000e-08
3.645283068500e-01,1.415137992167e-04,-2.598113709782e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.999000000000e-08
3.646665284798e-01,1.415675450361e-04,-2.599094929285e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.000000000000e-08
3.648047501096e-01,1.416212908555e-04,-2.600076148788e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.001000000000e-08
3.649429717394e-01,1.416750366748e-04,-2.601057368291e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.002000000000e-08
3.650811933692e-01,1.417287824942e-04,-2.602038587794e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.003000000000e-08
3.652194149990e-01,1.417825283136e-04,-2.603019807297e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.004000000000e-08
3.653576366288e-01,1.418362741330e-04,-2.604001026800e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.005000000000e-08
3.654958582585e-01,1.418900199524e-04,-2.604982246303e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.006000000000e-08
3.656340798883e-01,1.419437657718e-04,-2.605963465806e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.007000000000e-08
3.657723015181e-01,1.419975115911e-04,-2.606944685309e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.008000000000e-08
3.659105231479e-01,1.420512574105e-04,-2.607925904812e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.009000000000e-08
3.660487447777e-01,1.421050032299e-04,-2.608907124315e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.010000000000e-08
3.661869664075e-01,1.421587490493e-04,-2.609888343818e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.011000000000e-08
3.663251880373e-01,1.422124948687e-04,-2.610869563321e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.012000000000e-08
3.664634096671e-01,1.422662406881e-04,-2.611850782824e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.013000000000e-08
3.666016312969e-01,1.423199865074e-04,-2.612832002327e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.014000000000e-08
3.667398529266e-01,1.423737323268e-04,-2.613813221830e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.015000000000e-08
3.668780745564e-01,1.424274781462e-04,-2.614794441333e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.016000000000e-08
3.670162961862e-01,1.424812239656e-04,-2.615775660836e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.017000000000e-08
3.671545178160e-01,1.425349697850e-04,-2.616756880339e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.018000000000e-08
3.672927394458e-01,1.425887156044e-04,-2.617738099842e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.019000000000e-08
3.674309610756e-01,1.426424614238e-04,-2.618719319345e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.020000000000e-08
3.675691827054e-01,1.426962072431e-04,-2.619700538848e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.021000000000e-08
3.677074043352e-01,1.427499530625e-04,-2.620681758351e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.022000000000e-08
3.678456259650e-01,1.428036988819e-04,-2.621662977854e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.023000000000e-08
3.679838475948e-01,1.428574447013e-04,-2.622644197357e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.024000000000e-08
3.681220692245e-01,1.429111905207e-04,-2.623625416860e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.025000000000e-08
3.682602908543e-01,1.429649363401e-04,-2.624606636363e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.026000000000e-08
3.683985124841e-01,1.430186821594e-04,-2.625587855865e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.027000000000e-08
3.685367341139e-01,1.430724279788e-04,-2.626569075368e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.028000000000e-08
3.686749557437e-01,1.431261737982e-04,-2.627550294871e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.029000000000e-08
3.688131773735e-01,1.431799196176e-04,-2.628531514374e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.030000000000e-08
3.689513990033e-01,1.432336654370e-04,-2.629512733877e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.031000000000e-08
3.690896206331e-01,1.432874112564e-04,-2.630493953380e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.032000000000e-08
3.692278422629e-01,1.433411570757e-04,-2.631475172883e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.033000000000e-08
3.693660638926e-01,1.433949028951e-04,-2.632456392386e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.034000000000e-08
3.695042855224e-01,1.434486487145e-04,-2.633437611889e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.035000000000e-08
3.696425071522e-01,1.435023945339e-04,-2.634418831392e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.036000000000e-08
3.697807287820e-01,1.435561403533e-04,-2.635400050895e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.037000000000e-08
3.699189504118e-01,1.436098861727e-04,-2.636381270398e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.038000000000e-08
3.700571720416e-01,1.436636319921e-04,-2.637362489901e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.039000000000e-08
3.701953936714e-01,1.437173778114e-04,-2.638343709404e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.040000000000e-08
3.703336153012e-01,1.437711236308e-04,-2.639324928907e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.041000000000e-08
3.704718369310e-01,1.438248694502e-04,-2.640306148410e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.042000000000e-08
3.706100585607e-01,1.438786152696e-04,-2.641287367913e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.043000000000e-08
3.707482801905e-01,1.439323610890e-04,-2.642268587416e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.044000000000e-08
3.708865018203e-01,1.439861069084e-04,-2.643249806919e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.045000000000e-08
3.710247234501e-01,1.440398527277e-04,-2.644231026422e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.046000000000e-08
3.711629450799e-01,1.440935985471e-04,-2.645212245925e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.047000000000e-08
3.713011667097e-01,1.441473443665e-04,-2.646193465428e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.048000000000e-08
3.714393883395e-01,1.442010901859e-04,-2.647174684931e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.049000000000e-08
3.715776099693e-01,1.442548360053e-04,-2.648155904434e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.050000000000e-08
3.717158315991e-01,1.443085818247e-04,-2.649137123937e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.051000000000e-08
3.718540532288e-01,1.443623276440e-04,-2.650118343440e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.052000000000e-08
3.719922748586e-01,1.444160734634e-04,-2.651099562943e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.053000000000e-08
3.721304964884e-01,1.444698192828e-04,-2.652080782446e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.054000000000e-08
3.722687181182e-01,1.445235651022e-04,-2.653062001949e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.055000000000e-08
3.724069397480e-01,1.445773109216e-04,-2.654043221452e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.056000000000e-08
3.725451613778e-01,1.446310567410e-04,-2.655024440955e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.057000000000e-08
3.726833830076e-01,1.446848025604e-04,-2.656005660458e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.058000000000e-08
3.728216046374e-01,1.447385483797e-04,-2.656986879961e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.059000000000e-08
3.729598262672e-01,1.447922941991e-04,-2.657968099464e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.060000000000e-08
3.730980478969e-01,1.448460400185e-04,-2.658949318967e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.061000000000e-08
3.732362695267e-01,1.448997858379e-04,-2.659930538470e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.062000000000e-08
3.733744911565e-01,1.449535316573e-04,-2.660911757973e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.063000000000e-08
3.735127127863e-01,1.450072774767e-04,-2.661892977476e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.064000000000e-08
3.736509344161e-01,1.450610232960e-04,-2.662874196979e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.065000000000e-08
3.737891560459e-01,1.451147691154e-04,-2.663855416482e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.066000000000e-08
3.739273776757e-01,1.451685149348e-04,-2.664836635985e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.067000000000e-08
3.740655993055e-01,1.452222607542e-04,-2.665817855488e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.068000000000e-08
3.742038209353e-01,1.452760065736e-04,-2.666799074991e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.069000000000e-08
3.743420425650e-01,1.453297523930e-04,-2.667780294494e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.070000000000e-08
3.744802641948e-01,1.453834982124e-04,-2.668761513997e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.071000000000e-08
3.746184858246e-01,1.454372440317e-04,-2.669742733500e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.072000000000e-08
3.747567074544e-01,1.454909898511e-04,-2.670723953003e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.073000000000e-08
3.748949290842e-01,1.455447356705e-04,-2.671705172506e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.074000000000e-08
3.750331507140e-01,1.455984814899e-04,-2.672686392009e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.075000000000e-08
3.751713723438e-01,1.456522273093e-04,-2.673667611512e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.076000000000e-08
3.753095939736e-01,1.457059731287e-04,-2.674648831015e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.077000000000e-08
3.754478156034e-01,1.457597189480e-04,-2.675630050518e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.078000000000e-08
3.755860372331e-01,1.458134647674e-04,-2.676611270021e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.079000000000e-08
3.757242588629e-01,1.458672105868e-04,-2.677592489524e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.080000000000e-08
3.758624804927e-01,1.459209564062e-04,-2.678573709027e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.081000000000e-08
3.760007021225e-01,1.459747022256e-04,-2.679554928530e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.082000000000e-08
3.761389237523e-01,1.460284480450e-04,-2.680536148033e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.083000000000e-08
3.762771453821e-01,1.460821938643e-04,-2.681517367536e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.084000000000e-08
3.764153670119e-01,1.461359396837e-04,-2.682498587039e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.085000000000e-08
3.765535886417e-01,1.461896855031e-04,-2.683479806542e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.086000000000e-08
3.766918102715e-01,1.462434313225e-04,-2.684461026045e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.087000000000e-08
3.768300319012e-01,1.462971771419e-04,-2.685442245548e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.088000000000e-08
3.769682535310e-01,1.463509229613e-04,-2.686423465051e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.089000000000e-08
3.771064751608e-01,1.464046687807e-04,-2.687404684554e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.090000000000e-08
3.772446967906e-01,1.464584146000e-04,-2.688385904057e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.091000000000e-08
3.773829184204e-01,1.465121604194e-04,-2.689367123560e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.092000000000e-08
3.775211400502e-01,1.465659062388e-04,-2.690348343063e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.093000000000e-08
3.776593616800e-01,1.466196520582e-04,-2.691329562566e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.094000000000e-08
3.777975833098e-01,1.466733978776e-04,-2.692310782069e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.095000000000e-08
3.779358049396e-01,1.467271436970e-04,-2.693292001572e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.096000000000e-08
3.780740265693e-01,1.467808895163e-04,-2.694273221075e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.097000000000e-08
3.782122481991e-01,1.468346353357e-04,-2.695254440578e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.098000000000e-08
3.783504698289e-01,1.468883811551e-04,-2.696235660081e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.099000000000e-08
3.784886914587e-01,1.469421269745e-04,-2.697216879583e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.100000000000e-08
3.786269130885e-01,1.469958727939e-04,-2.698198099086e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.101000000000e-08
3.787651347183e-01,1.470496186133e-04,-2.699179318589e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.102000000000e-08
3.789033563481e-01,1.471033644326e-04,-2.700160538092e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.103000000000e-08
3.790415779779e-01,1.471571102520e-04,-2.701141757595e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.104000000000e-08
3.791797996077e-01,1.472108560714e-04,-2.702122977098e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.105000000000e-08
3.793180212374e-01,1.472646018908e-04,-2.703104196601e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.106000000000e-08
3.794562428672e-01,1.473183477102e-04,-2.704085416104e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.107000000000e-08
3.795944644970e-01,1.473720935296e-04,-2.705066635607e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.108000000000e-08
3.797326861268e-01,1.474258393490e-04,-2.706047855110e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.109000000000e-08
3.798709077566e-01,1.474795851683e-04,-2.707029074613e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.110000000000e-08
3.800091293864e-01,1.475333309877e-04,-2.708010294116e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.111000000000e-08
3.801473510162e-01,1.475870768071e-04,-2.708991513619e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.112000000000e-08
3.802855726460e-01,1.476408226265e-04,-2.709972733122e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.113000000000e-08
3.804237942758e-01,1.476945684459e-04,-2.710953952625e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.114000000000e-08
3.805620159055e-01,1.477483142653e-04,-2.711935172128e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.115000000000e-08
3.807002375353e-01,1.478020600846e-04,-2.712916391631e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.116000000000e-08
3.808384591651e-01,1.478558059040e-04,-2.713897611134e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.117000000000e-08
3.809766807949e-01,1.479095517234e-04,-2.714878830637e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.118000000000e-08
3.811149024247e-01,1.479632975428e-04,-2.715860050140e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.119000000000e-08
3.812531240545e-01,1.480170433622e-04,-2.716841269643e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.120000000000e-08
3.813913456843e-01,1.480707891816e-04,-2.717822489146e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.121000000000e-08
3.815295673141e-01,1.481245350010e-04,-2.718803708649e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.122000000000e-08
3.816677889439e-01,1.481782808203e-04,-2.719784928152e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.123000000000e-08
3.818060105736e-01,1.482320266397e-04,-2.720766147655e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.124000000000e-08
3.819442322034e-01,1.482857724591e-04,-2.721747367158e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.125000000000e-08
3.820824538332e-01,1.483395182785e-04,-2.722728586661e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.126000000000e-08
3.822206754630e-01,1.483932640979e-04,-2.723709806164e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.127000000000e-08
3.823588970928e-01,1.484470099173e-04,-2.724691025667e-03,1.382216297889e+07,5.374581938429e+03,-9.812195029862e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.128000000000e-08
